epsilon_in(e),epsilon_out(E),nanoparticle_charge(V),counterion_valency(v),total_gridpoints(g),cpmd_fake_mass(M),fake_temperature(k),R,R_v,FD,Good(1)/Bad(0),Time
2,78.5,-60,3,1692,36,0.1,837.636,1882.25,-19.3446,0,263m52.719s
160,78.5,-20,1,132,3,0.015,0.514176,7.36134,-19.3599,0,10m22.373s
160,30,-60,1,132,36,0.015,568593,390393,-19.4188,0,13m9.181s
160,30,-20,3,1692,50,0.05,32.6117,26.0247,-19.4309,0,250m48.314s
160,78.5,-100,3,132,36,0.0025,67640.2,431.009,-19.4521,0,10m35.266s
160,30,-20,1,752,18,0.05,0.665334,0.471913,-19.4938,0,55m40.280s
160,30,-20,1,752,30,0.05,0.464774,0.609529,-19.5453,0,55m36.023s
2,78.5,-20,3,132,3,0.1,0.400974,0.4599,-19.5523,0,9m27.635s
2,78.5,-20,2,132,3,0.1,0.600676,0.794549,-19.5577,0,9m27.595s
2,78.5,-20,2,132,100,0.1,0.168248,0.836883,-19.5806,0,9m34.276s
2,30,-20,2,1692,3,0.025,1.96993,0.728679,-19.5849,0,288m1.851s
2,150,-60,3,752,36,0.1,26.6468,17.7159,-19.6377,0,55m13.564s
2,150,-60,3,752,50,0.1,16.3142,23.7345,-19.6568,0,55m23.335s
2,30,-20,1,752,30,0.05,0.53417,2.83616,-19.6607,0,92m5.721s
160,30,-60,2,1692,18,0.1,44874.5,5001.44,-19.8189,0,270m48.795s
2,30,-20,1,752,6,0.05,0.592905,3.50295,-19.8557,0,91m31.522s
160,78.5,-60,3,752,18,0.1,48.7654,60.0951,-19.9417,0,58m0.246s
160,78.5,-20,1,1692,100,0.005,0.0696731,0.324138,-19.9694,0,260m46.496s
160,30,-60,1,1692,18,0.1,26683.4,4518.31,-19.9698,0,276m15.586s
2,150,-20,3,132,100,0.05,0.0196817,0.107582,-19.9832,0,13m14.355s
160,78.5,-60,2,1692,100,0.1,319.887,581.954,-20.0003,0,265m35.889s
2,78.5,-60,2,1692,100,0.1,153.951,368.158,-20.0079,0,270m52.911s
2,150,-20,2,132,100,0.05,0.0287831,0.169739,-20.0331,0,9m27.543s
2,78.5,-20,2,132,30,0.1,0.0523621,0.247884,-20.039,0,9m39.341s
160,78.5,-60,1,752,30,0.1,50.3004,38.236,-20.0418,0,63m35.699s
160,30,-20,2,752,50,0.1,27.8689,48.7976,-20.0443,0,53m18.301s
2,30,-20,1,752,18,0.05,0.647874,4.15104,-20.1497,0,91m43.116s
160,150,-60,2,132,6,0.05,3.37898,10.0166,-20.1623,0,40m51.663s
2,78.5,-20,2,132,1,0.1,0.345725,0.375431,-20.2239,0,9m15.690s
160,30,-20,1,752,36,0.05,0.404986,0.802759,-20.2659,0,55m44.142s
160,30,-20,1,1692,100,0.025,0.458123,2.15428,-20.2737,0,257m8.074s
160,150,-20,3,132,100,0.05,0.210077,0.415141,-20.2949,0,9m19.977s
160,150,-20,3,1692,100,0.0025,0.334824,1.128,-20.313,0,250m23.172s
160,30,-20,2,752,36,0.1,22.6858,32.3513,-20.3287,0,53m11.924s
2,30,-20,1,752,36,0.05,0.837341,4.09182,-20.3706,0,97m38.463s
160,150,-60,2,752,50,0.05,13.0003,10.6394,-20.5243,0,83m23.778s
2,78.5,-20,2,132,18,0.1,0.0597915,0.224948,-20.5583,0,9m44.492s
2,78.5,-60,2,1692,30,0.1,729.538,1411.29,-20.5755,0,270m57.241s
2,150,-20,3,752,18,0.005,0.214833,0.522911,-20.6529,0,55m25.579s
160,150,-60,1,132,6,0.05,2.40018,9.19606,-20.6746,0,45m57.984s
2,150,-20,2,752,18,0.005,0.198957,0.521014,-20.6836,0,53m59.345s
160,30,-20,2,752,30,0.1,26.5104,25.5005,-20.6918,0,53m12.452s
2,78.5,-60,2,1692,36,0.1,472.19,1036.75,-20.6953,0,270m37.003s
2,78.5,-60,2,1692,50,0.1,572.204,1279.54,-20.734,0,270m16.237s
160,30,-20,1,1692,50,0.025,0.343946,0.90732,-20.8947,0,256m47.841s
2,150,-20,3,132,30,0.05,0.0340588,0.103617,-20.9391,0,14m22.877s
2,30,-20,1,1692,100,0.025,0.452196,3.24338,-20.9716,0,293m26.337s
2,78.5,-20,2,132,36,0.1,0.115443,0.581544,-20.9744,0,9m10.023s
160,78.5,-20,2,752,36,0.015,0.459555,0.684393,-21.1908,0,55m57.553s
2,150,-60,1,1692,50,0.015,1.60405,1.87199,-21.3805,0,275m58.225s
2,150,-60,1,752,18,0.05,1.06107,0.994027,-21.3979,0,63m43.287s
2,78.5,-20,1,1692,50,0.005,0.23315,0.775284,-21.4253,0,256m46.693s
2,150,-20,3,1692,100,0.0025,0.216101,0.438711,-21.437,0,258m58.558s
2,150,-60,3,752,30,0.1,16.4852,20.3372,-21.4638,0,55m42.827s
2,30,-20,1,1692,30,0.025,0.509191,3.44136,-21.5169,0,291m21.630s
2,150,-20,2,1692,100,0.0025,0.133735,0.412305,-21.5872,0,263m7.356s
2,78.5,-20,1,1692,18,0.005,0.0977478,0.603718,-21.592,0,257m34.817s
160,78.5,-20,2,132,3,0.025,0.638416,5.3412,-21.6891,0,9m31.923s
2,30,-20,1,752,3,0.05,0.497375,1.25127,-21.7311,0,88m48.922s
160,150,-20,3,132,36,0.05,0.14633,0.196189,-21.7757,0,10m7.673s
160,150,-20,3,132,6,0.005,0.686448,8.88194,-21.8825,0,8m59.088s
2,150,-60,2,752,100,0.1,12.3959,43.3891,-21.9117,0,57m33.701s
160,30,-60,1,132,3,0.015,6.81E+10,1.33E+09,-22.0423,0,17m18.993s
160,78.5,-20,3,132,3,0.025,1.612,7.17588,-22.0873,0,10m59.652s
2,30,-20,1,1692,36,0.025,0.541741,3.58749,-22.1709,0,292m55.021s
160,30,-20,1,1692,30,0.015,0.980875,0.801112,-22.1713,0,263m35.770s
160,78.5,-60,2,752,18,0.1,39.1402,53.9986,-22.2102,0,57m49.301s
160,78.5,-20,3,752,50,0.025,0.320578,0.418688,-22.2146,0,58m35.877s
160,150,-100,2,1692,100,0.1,12284.2,3197.12,-22.2811,0,300m29.569s
2,150,-20,2,132,18,0.05,0.139203,0.252731,-22.3859,0,9m50.361s
160,78.5,-100,2,1692,50,0.1,36359.5,4408.29,-22.5128,0,270m14.036s
160,30,-20,2,1692,100,0.05,24.6182,54.0996,-22.5219,0,252m54.773s
2,78.5,-20,1,1692,36,0.005,0.143103,0.496203,-22.5247,0,257m29.360s
2,150,-60,3,1692,36,0.015,458.566,337.087,-22.6571,0,257m27.333s
160,78.5,-20,1,132,50,0.1,0.0659852,0.236639,-22.6846,0,10m16.650s
160,30,-20,2,1692,50,0.05,24.7582,45.4421,-22.7309,0,253m10.001s
2,150,-60,2,752,50,0.1,13.7234,26.9318,-22.8082,0,57m15.610s
2,30,-20,1,1692,6,0.025,0.352983,1.0418,-22.8483,0,290m52.596s
2,30,-20,1,1692,50,0.025,0.492199,3.58419,-22.8933,0,291m21.717s
2,78.5,-20,1,752,50,0.015,0.0253809,0.178927,-23.057,0,55m22.577s
2,30,-20,1,1692,18,0.025,0.46531,3.45077,-23.1083,0,294m52.026s
160,150,-20,2,132,6,0.005,0.596206,9.06283,-23.1691,0,8m55.852s
2,150,-60,3,1692,50,0.025,13.5281,5.60403,-23.3176,0,256m22.077s
160,150,-20,1,132,6,0.0025,0.0739872,12.3733,-23.3831,0,10m24.590s
2,150,-20,3,132,50,0.05,0.0770995,0.177868,-23.4964,0,12m57.367s
2,78.5,-20,3,752,100,0.025,0.129215,0.757863,-23.5466,0,54m1.710s
160,150,-20,1,132,6,0.005,0.388213,9.16843,-23.559,0,10m4.219s
2,78.5,-20,2,132,6,0.1,0.486047,0.650611,-23.6427,0,9m43.202s
2,150,-20,1,1692,100,0.0025,0.103933,0.41331,-23.6535,0,258m3.179s
2,150,-20,3,1692,30,0.0025,0.140669,0.534759,-23.697,0,258m30.642s
2,78.5,-60,1,752,6,0.1,61.9001,26.1967,-23.7302,0,64m7.504s
160,150,-20,1,1692,100,0.0025,0.0642407,0.52432,-23.7928,0,257m23.804s
2,78.5,-20,1,752,100,0.015,0.00604134,0.0831044,-23.8258,0,55m36.842s
2,150,-60,3,752,18,0.1,25.0189,14.3658,-23.8688,0,55m18.732s
160,78.5,-20,2,752,30,0.015,0.37256,0.54832,-23.8803,0,56m16.758s
160,78.5,-20,1,752,50,0.015,0.0987879,0.349358,-23.9525,0,56m42.783s
2,78.5,-20,1,752,18,0.015,0.0170259,0.133831,-23.9659,0,56m17.966s
2,78.5,-20,3,752,36,0.025,0.0927952,0.277007,-23.9914,0,54m55.581s
160,150,-20,2,132,50,0.05,0.0939438,0.186968,-24.0586,0,9m20.593s
2,78.5,-20,1,132,50,0.1,0.110112,0.852329,-24.0756,0,10m24.892s
2,150,-20,1,752,18,0.005,0.128493,0.535046,-24.1177,0,56m9.815s
160,78.5,-60,3,1692,50,0.05,7897.69,1633.65,-24.157,0,258m46.302s
2,150,-20,3,132,36,0.05,0.0431796,0.136963,-24.1783,0,18m11.960s
160,150,-60,2,752,100,0.1,18.5004,18.4786,-24.19,0,82m48.251s
2,150,-20,2,1692,30,0.0025,0.13205,0.513804,-24.1984,0,260m42.722s
2,78.5,-20,1,752,36,0.015,0.136261,0.546641,-24.3811,0,56m26.252s
2,78.5,-20,3,752,50,0.025,0.0625541,0.252063,-24.4108,0,54m21.129s
160,78.5,-60,1,1692,36,0.05,16.0987,21.9242,-24.453,0,276m45.998s
160,150,-20,1,752,36,0.005,0.105474,0.524568,-24.494,0,54m57.460s
160,78.5,-20,3,1692,50,0.005,1.88243,2.10073,-24.569,0,263m21.981s
160,78.5,-20,1,752,18,0.005,0.557395,4.01224,-24.6699,0,55m41.111s
2,78.5,-60,1,1692,100,0.1,302.907,1134.51,-24.7462,0,284m6.311s
160,150,-20,3,752,50,0.005,0.589918,1.73288,-24.8102,0,52m38.299s
2,150,-20,2,132,30,0.05,0.0215967,0.101663,-24.8237,0,10m5.769s
2,150,-20,3,132,3,0.025,0.460609,1.75977,-24.8295,0,13m45.398s
160,30,-20,2,752,18,0.1,25.5771,18.8395,-24.8422,0,53m18.075s
2,150,-20,1,1692,30,0.0025,0.122252,0.508227,-24.8947,0,258m14.517s
160,78.5,-20,1,752,100,0.015,0.03203,0.167939,-24.9367,0,55m37.821s
2,150,-20,1,132,3,0.025,0.0798969,0.621136,-25.0935,0,14m56.959s
2,150,-60,2,752,36,0.1,17.0423,14.5444,-25.1931,0,57m16.326s
2,150,-60,2,752,30,0.1,17.6549,20.7784,-25.2201,0,57m20.380s
2,150,-20,3,132,6,0.05,0.205461,0.385711,-25.3215,0,13m13.877s
160,150,-20,3,132,50,0.05,0.163561,0.311976,-25.3281,0,9m2.597s
160,78.5,-20,2,132,6,0.1,0.427247,0.476182,-25.3706,0,9m23.037s
2,150,-20,1,132,50,0.05,0.0333853,0.16488,-25.4044,0,10m16.766s
2,78.5,-20,3,752,30,0.025,0.117819,0.260221,-25.6271,0,54m55.359s
2,150,-60,2,752,18,0.1,23.0097,14.1954,-25.6308,0,57m13.828s
160,78.5,-100,1,1692,50,0.1,22800.8,4422.89,-25.7037,0,300m48.709s
160,150,-20,3,132,30,0.05,0.0968452,0.170529,-25.721,0,9m5.446s
2,78.5,-20,1,132,30,0.1,0.104478,0.687183,-25.8497,0,10m9.932s
2,150,-20,2,1692,36,0.0025,0.238012,0.849687,-25.8938,0,263m20.077s
2,78.5,-20,1,752,30,0.015,0.126954,0.442369,-25.915,0,55m33.275s
2,78.5,-60,1,1692,50,0.1,272.6,776.319,-25.9408,0,276m57.659s
2,150,-60,2,1692,50,0.025,13.0847,5.24979,-26.0029,0,261m46.468s
2,30,-20,1,1692,3,0.015,0.859934,0.747985,-26.0094,0,295m26.101s
160,78.5,-20,3,752,18,0.015,2.88404,3.69152,-26.0481,0,57m51.790s
2,78.5,-20,3,752,18,0.025,0.063987,0.237904,-26.066,0,54m2.842s
2,78.5,-60,1,1692,36,0.1,0,0,-26.0664,0,275m46.822s
160,150,-20,3,132,18,0.05,0.220948,0.415176,-26.0782,0,9m24.549s
2,30,-20,3,1692,3,0.025,41.9717,11.5792,-26.1062,0,286m15.059s
160,150,-20,2,1692,100,0.0025,0.0859941,0.521237,-26.2732,0,253m41.665s
2,150,-20,2,132,36,0.05,0.0128262,0.0711971,-26.4,0,9m41.000s
160,150,-60,1,752,36,0.05,0.530455,0.743621,-26.4016,0,100m37.628s
2,150,-20,1,132,100,0.05,0.00801306,0.0817826,-26.4992,0,10m3.519s
160,78.5,-20,1,132,100,0.1,0.106485,0.633295,-26.5364,0,10m27.851s
2,30,-20,2,752,1,0.05,421.349,125.316,-26.5519,0,86m29.174s
160,78.5,-20,3,752,36,0.025,1.29449,0.710788,-26.5609,0,58m16.839s
160,30,-20,2,132,30,0.015,2.38E+07,3.02E+06,-26.5679,0,9m14.658s
2,78.5,-60,1,1692,30,0.1,150.502,471.628,-26.6325,0,275m48.496s
2,78.5,-20,2,752,100,0.025,0.0690414,0.509674,-26.6824,0,54m0.310s
2,150,-60,2,1692,100,0.05,15.5806,27.2358,-26.7446,0,262m18.915s
2,78.5,-20,1,132,100,0.1,0.129494,0.893858,-26.7612,0,9m40.192s
160,78.5,-20,1,1692,50,0.0025,0.501768,2.07088,-26.8072,0,258m59.324s
2,30,-20,3,752,100,0.1,35.9445,55.3024,-26.861,0,84m40.554s
160,78.5,-20,1,1692,36,0.005,0.256506,0.535256,-26.9533,0,260m14.780s
2,30,-20,3,752,30,0.1,28.3683,46.658,-26.9931,0,83m31.025s
160,78.5,-60,1,1692,100,0.1,0,0,-27.0645,0,276m56.868s
160,78.5,-20,1,132,18,0.1,0.218818,0.527789,-27.0676,0,10m7.187s
2,78.5,-20,1,132,36,0.1,0.0633139,0.379399,-27.085,0,9m52.434s
2,30,-20,3,752,50,0.1,29.8942,49.8571,-27.2374,0,84m20.004s
160,150,-60,1,752,50,0.05,7.86676,10.0012,-27.3707,0,99m44.141s
2,150,-20,3,132,18,0.05,0.24469,0.285662,-27.4133,0,13m34.805s
2,30,-20,3,752,18,0.1,30.5543,45.8096,-27.4363,0,84m3.346s
2,30,-20,3,752,36,0.1,29.277,48.2334,-27.7375,0,82m13.929s
2,150,-60,1,752,100,0.1,14.6068,69.4054,-27.8049,0,63m8.453s
2,30,-20,3,752,3,0.1,34.5118,50.0626,-27.8602,0,82m3.524s
2,78.5,-60,3,1692,18,0.1,1742.93,269.338,-27.8649,0,256m23.985s
2,30,-20,2,752,36,0.1,25.2191,44.1889,-28.038,0,83m13.284s
2,30,-20,1,752,1,0.05,0.932779,1.32259,-28.0815,0,90m6.507s
2,30,-20,3,752,6,0.1,29.2494,49.3602,-28.0928,0,82m57.402s
160,150,-20,2,132,100,0.05,0.144498,0.392247,-28.1388,0,9m40.236s
2,78.5,-20,1,132,6,0.1,0.402207,0.677759,-28.2154,0,9m50.157s
2,30,-20,2,752,100,0.1,26.1706,56.5288,-28.2583,0,85m14.034s
2,30,-20,3,752,1,0.05,608.929,126.129,-28.2888,0,83m47.506s
2,150,-20,1,132,36,0.05,0.0123912,0.0699858,-28.458,0,10m32.464s
160,30,-20,2,1692,18,0.025,8.87892,29.0647,-28.6741,0,253m9.638s
2,78.5,-60,2,1692,18,0.1,1341.32,256.353,-28.7612,0,271m0.054s
2,78.5,-20,1,132,18,0.1,0.044058,0.289622,-28.777,0,9m47.165s
160,78.5,-20,2,752,100,0.025,0.0555753,0.216519,-28.7887,0,58m2.268s
160,150,-20,1,132,50,0.05,0.0927192,0.249663,-28.7937,0,9m47.974s
2,30,-20,2,752,30,0.1,29.6863,51.9554,-28.8372,0,85m49.014s
2,150,-60,1,1692,30,0.025,252.559,174.765,-28.9254,0,275m30.774s
160,150,-60,2,1692,100,0.05,14.7393,26.3393,-28.9739,0,298m51.603s
2,30,-20,2,752,50,0.1,25.0144,53.4897,-29.0037,0,86m26.747s
160,150,-20,2,132,30,0.05,0.0924123,0.210288,-29.0933,0,9m15.773s
160,78.5,-20,3,752,30,0.025,3.24826,2.81377,-29.1922,0,58m1.376s
160,30,-20,1,1692,36,0.025,0.822701,0.936918,-29.2162,0,256m40.012s
2,150,-60,1,1692,36,0.015,159.473,210.917,-29.2586,0,275m49.275s
2,30,-20,2,752,18,0.1,27.3763,47.3119,-29.3698,0,85m18.821s
2,78.5,-20,2,752,50,0.025,0.0784847,0.350147,-29.5589,0,53m54.058s
2,150,-60,1,752,50,0.1,9.848,22.4904,-29.5603,0,63m35.144s
2,150,-20,2,132,6,0.05,0.0816589,0.265249,-29.7829,0,10m6.840s
2,150,-20,2,132,50,0.05,0.0635459,0.237938,-29.9436,0,9m56.343s
2,30,-20,3,1692,36,0.05,32.137,70.5424,-30.1428,0,286m29.629s
2,30,-20,2,752,6,0.1,23.2406,51.8551,-30.1849,0,81m59.889s
2,78.5,-20,2,752,18,0.025,0.0781501,0.455298,-30.1913,0,54m7.046s
2,150,-60,1,752,30,0.1,10.2438,20.1979,-30.2725,0,63m37.670s
2,78.5,-20,2,752,30,0.025,0.099078,0.265278,-30.375,0,53m29.611s
2,30,-20,2,752,3,0.1,26.0756,38.9902,-30.4915,0,85m2.588s
2,150,-20,1,132,30,0.05,0.0383255,0.200013,-30.5204,0,10m38.601s
160,78.5,-20,1,752,36,0.015,0.306834,0.684121,-30.5678,0,55m55.154s
2,30,-20,3,1692,50,0.05,31.1197,64.1718,-30.6332,0,287m18.862s
160,78.5,-20,1,132,36,0.1,0.154025,0.458183,-30.7007,0,10m27.339s
2,30,-20,3,1692,30,0.05,30.9842,63.8351,-30.8971,0,288m8.455s
2,30,-20,3,1692,18,0.05,30.8864,70.3042,-31.0962,0,288m12.023s
2,78.5,-20,2,752,36,0.025,0.0598574,0.245167,-31.1775,0,54m21.189s
160,78.5,-60,1,752,18,0.1,27.8208,57.2038,-31.2586,0,63m32.677s
160,150,-20,1,132,30,0.05,0.0445706,0.168211,-31.5144,0,10m18.011s
2,30,-20,3,1692,6,0.05,32.236,45.9512,-31.551,0,288m28.847s
2,30,-20,2,1692,100,0.05,21.0647,61.5512,-31.608,0,287m34.948s
2,30,-20,2,1692,36,0.05,22.9191,57.6964,-31.7646,0,289m9.581s
160,30,-20,3,1692,36,0.1,1459.59,957.091,-31.8339,0,250m36.494s
2,78.5,-20,1,132,3,0.1,0.365805,0.742459,-31.8348,0,9m32.615s
160,150,-20,2,132,18,0.05,0.162295,0.381664,-31.9346,0,9m39.130s
160,150,-60,1,752,100,0.1,10.9639,15.5746,-31.9598,0,94m29.712s
160,78.5,-20,2,752,18,0.015,0.874278,1.20424,-32.1863,0,55m11.233s
2,150,-60,1,1692,100,0.05,8.16249,21.615,-32.2427,0,275m53.817s
2,78.5,-20,1,132,1,0.1,0.233205,0.40791,-32.2972,0,9m58.710s
160,78.5,-60,2,1692,50,0.05,6766.12,1640.54,-32.5118,0,265m17.887s
160,150,-20,1,132,100,0.05,0.106616,0.309716,-32.7181,0,10m15.158s
2,30,-20,2,1692,30,0.05,21.7112,56.0558,-32.8984,0,289m59.279s
2,30,-20,2,1692,50,0.05,22.3436,64.4538,-33.107,0,289m21.627s
2,150,-60,1,1692,50,0.025,8.3379,5.08082,-33.1255,0,275m51.604s
2,150,-20,1,1692,36,0.0025,0.2009,1.08097,-33.179,0,258m4.228s
160,78.5,-20,2,752,50,0.025,0.293575,0.473809,-33.2819,0,56m37.039s
160,78.5,-60,3,1692,36,0.1,1406.77,543.446,-33.2972,0,258m12.359s
2,30,-20,2,1692,18,0.05,25.3205,63.1736,-33.4025,0,286m30.766s
2,30,-20,1,1692,3,0.025,1.55475,0.812138,-33.41,0,293m31.468s
2,150,-20,1,132,18,0.05,0.11886,0.273816,-33.5471,0,10m23.848s
160,78.5,-20,1,132,30,0.1,0.230294,0.503052,-33.6021,0,10m34.559s
160,150,-60,3,752,50,0.1,96.6266,43.788,-33.6867,0,88m19.948s
2,30,-20,2,1692,3,0.05,55.0971,21.6505,-33.7685,0,283m49.055s
160,150,-20,2,132,36,0.05,0.137826,0.233854,-33.8423,0,9m19.552s
2,150,-20,3,1692,50,0.0025,0.609438,1.42698,-33.9947,0,259m3.480s
160,30,-20,1,752,50,0.1,15.3063,42.8617,-34.0399,0,55m40.720s
2,150,-20,1,1692,50,0.0025,0.348452,1.41763,-34.3904,0,257m58.046s
160,30,-20,1,752,100,0.1,16.1781,41.1686,-34.4956,0,55m15.919s
2,78.5,-20,1,752,100,0.025,0.0502204,0.6196,-34.5951,0,55m23.085s
2,150,-20,2,1692,50,0.0025,0.471845,1.40132,-34.6327,0,256m22.830s
2,150,-60,1,752,36,0.1,13.339,17.4354,-34.7214,0,63m42.210s
160,150,-20,2,752,50,0.005,0.5902,2.1985,-34.9847,0,53m9.489s
160,150,-20,1,132,18,0.05,0.0851987,0.391653,-35.0059,0,10m27.219s
2,150,-60,3,1692,30,0.05,2577.24,489.36,-35.0219,0,257m32.580s
2,30,-20,2,1692,6,0.05,28.5124,40.7955,-35.0243,0,286m30.169s
160,78.5,-20,2,752,36,0.025,0.704492,0.676758,-35.5493,0,55m28.895s
160,78.5,-20,1,132,3,0.025,0.906557,6.34922,-35.6432,0,10m38.728s
160,30,-20,1,752,36,0.1,19.0731,41.8329,-35.7146,0,55m32.650s
2,78.5,-60,1,1692,18,0.1,2128.49,567.407,-35.8131,0,275m58.440s
160,78.5,-60,2,1692,36,0.1,798.381,342.999,-36.1372,0,264m18.250s
2,78.5,-20,1,752,50,0.025,0.0511017,0.34155,-36.1373,0,56m37.268s
2,30,-20,1,752,36,0.1,14.7448,44.985,-36.1788,0,97m48.714s
2,30,-20,3,1692,3,0.05,81.8524,20.5211,-36.2842,0,283m47.338s
160,30,-20,1,752,18,0.1,26.433,17.7405,-36.4362,0,55m51.726s
2,150,-60,1,752,18,0.1,17.8144,16.3873,-36.5078,0,63m19.894s
160,78.5,-20,3,752,100,0.05,0.863639,1.14632,-36.9034,0,58m0.215s
160,78.5,-20,1,752,30,0.015,0.31316,0.721728,-36.9132,0,55m52.374s
160,78.5,-100,3,132,6,0.001,7.98E+07,754382,-36.9436,0,10m40.438s
160,30,-20,3,1692,18,0.05,174.904,287.949,-37.2576,0,250m54.728s
160,78.5,-20,2,752,30,0.025,0.750672,0.631498,-37.3246,0,55m46.228s
160,30,-20,3,1692,50,0.1,0,0,-37.4699,0,250m43.858s
160,150,-20,3,132,36,0.1,1.13434,0.864436,-37.4702,0,9m17.510s
2,30,-20,1,752,100,0.1,20.5128,52.2029,-37.6987,0,97m28.466s
160,30,-20,1,1692,30,0.025,6.93185,4.16936,-37.7711,0,262m9.048s
160,150,-20,2,1692,100,0.005,0.129159,0.517507,-37.8665,0,254m21.250s
160,30,-20,2,1692,30,0.05,658.122,90.0961,-38.002,0,252m26.409s
2,150,-20,2,132,3,0.05,0.287868,0.566235,-38.4158,0,9m39.326s
2,30,-20,1,752,18,0.1,19.4842,52.0826,-38.4271,0,90m28.288s
2,30,-20,1,752,30,0.1,18.4626,55.2038,-38.4849,0,89m46.035s
160,150,-60,1,1692,100,0.05,9.98244,28.9795,-38.7711,0,306m7.292s
160,30,-60,1,132,50,0.0025,5.64E+06,28699.7,-38.9882,0,13m31.025s
160,150,-20,1,752,50,0.005,0.321089,1.79642,-39.331,0,55m5.091s
160,30,-20,1,752,30,0.1,18.4961,24.2343,-39.4341,0,55m38.038s
2,30,-20,1,752,50,0.1,16.0466,51.0861,-39.4893,0,97m20.900s
2,150,-60,3,1692,50,0.05,555.457,103.907,-39.5181,0,258m51.088s
160,78.5,-20,3,752,18,0.025,392.96,280.465,-39.7112,0,58m35.951s
2,78.5,-20,3,752,6,0.015,1.81558,1.42842,-39.7397,0,54m1.933s
160,78.5,-20,3,1692,36,0.015,62.8043,27.9023,-39.7574,0,266m9.528s
2,78.5,-20,2,752,6,0.015,1.33257,1.41071,-39.9507,0,54m17.795s
2,78.5,-20,1,752,30,0.025,0.0904431,0.33483,-40.0274,0,55m28.995s
2,78.5,-20,2,1692,100,0.015,0.0962099,0.634316,-40.1098,0,255m19.507s
160,150,-20,3,132,30,0.1,0.275435,0.279436,-40.1812,0,9m23.126s
2,78.5,-20,2,1692,36,0.015,0.294587,0.642407,-40.2212,0,255m38.417s
160,78.5,-20,2,132,3,0.05,1.69506,5.41201,-40.2345,0,9m52.155s
160,78.5,-20,1,132,6,0.1,0.261141,0.484337,-40.2652,0,10m16.638s
2,150,-20,2,1692,100,0.005,0.310043,0.492547,-40.2732,0,261m59.466s
160,30,-20,1,1692,100,0.05,15.7754,54.2108,-40.4035,0,256m46.929s
160,150,-60,2,752,50,0.1,108.804,42.6623,-40.5208,0,83m30.674s
2,150,-20,2,132,3,0.1,0.46416,0.737321,-40.5896,0,9m53.062s
160,150,-60,3,752,36,0.1,9453.19,3482.64,-40.6047,0,87m45.878s
2,150,-60,2,1692,30,0.05,2357.52,479.675,-40.7902,0,262m58.494s
160,30,-20,3,1692,30,0.05,402.473,54.7176,-40.834,0,250m16.304s
160,78.5,-20,1,752,100,0.025,0.0386026,0.193977,-40.9684,0,55m40.477s
2,78.5,-20,1,752,36,0.025,0.045508,0.216677,-41.3008,0,55m59.744s
2,30,-20,1,752,3,0.1,18.9717,42.2732,-41.3661,0,89m52.615s
160,78.5,-20,3,752,50,0.05,0.959738,0.539014,-41.3808,0,58m34.512s
2,78.5,-20,2,1692,50,0.015,0.203407,0.572163,-41.5855,0,256m51.368s
2,30,-20,1,752,6,0.1,17.4131,57.579,-41.8956,0,87m48.369s
2,78.5,-20,1,752,18,0.025,0.0488242,0.342238,-41.903,0,55m32.192s
2,30,-20,1,1692,100,0.05,16.7927,62.1199,-41.9377,0,292m33.384s
2,150,-20,3,132,36,0.1,0.037525,0.103229,-42.0415,0,17m44.858s
160,78.5,-20,1,752,36,0.025,0.461543,0.715671,-42.0705,0,56m9.425s
160,78.5,-20,1,752,50,0.025,0.184659,0.522865,-42.5287,0,55m43.024s
2,150,-20,3,752,100,0.015,0.0738435,0.224861,-42.6422,0,56m26.795s
2,30,-20,1,1692,50,0.05,17.0513,58.0967,-42.6666,0,290m52.554s
160,30,-20,2,1692,18,0.05,32363.7,6144.4,-42.7257,0,252m20.053s
160,78.5,-20,2,1692,100,0.015,0.713308,0.73108,-42.9282,0,261m43.561s
2,30,-20,1,1692,18,0.05,14.4105,57.5244,-43.0151,0,292m32.959s
2,150,-20,3,1692,100,0.005,0.549591,0.567652,-43.0732,0,258m48.920s
2,150,-20,2,752,100,0.015,0.0163294,0.109499,-43.2749,0,54m39.385s
2,150,-20,1,132,6,0.05,0.0459533,0.259974,-43.8989,0,10m15.751s
160,30,-20,1,1692,50,0.05,17.6012,32.0291,-44.0423,0,257m8.889s
160,150,-20,1,132,36,0.05,0.0819723,0.199491,-44.0704,0,10m31.051s
2,30,-20,1,1692,30,0.05,16.1114,57.4304,-44.1934,0,292m57.739s
160,150,-20,2,132,100,0.1,0.129104,0.346067,-44.2421,0,8m59.025s
160,78.5,-60,1,1692,50,0.05,6441.19,1647.98,-44.3155,0,276m39.581s
160,30,-20,1,1692,18,0.015,4.74649,20.4098,-44.3279,0,262m37.005s
160,30,-20,2,1692,100,0.1,778.618,986.76,-44.3542,0,251m47.580s
160,30,-20,2,1692,50,0.1,0,0,-44.5575,0,252m44.733s
2,150,-20,3,132,30,0.1,0.072156,0.159118,-44.8691,0,14m33.318s
2,30,-20,1,1692,36,0.05,18.0834,65.4423,-44.958,0,290m14.180s
2,150,-20,3,1692,30,0.005,0.260338,0.569517,-44.9972,0,258m54.062s
2,78.5,-20,3,752,100,0.05,1.07888,3.03274,-45.1191,0,54m5.951s
160,150,-20,2,132,50,0.1,0.376872,0.406711,-45.1979,0,9m22.924s
